Text;goal
"Праздничное комбо💐 Раз – дополнительные ""Ласточки"" между Москвой и Санкт-Петербургом. Два – билеты по фиксированной цене! Планируйте путешествие с 6 по 9 марта, любите круглый год❤⠀ 
⠀ 
Подробнее: https://clck.ru/MLhDg 
⠀";1
"А вы знали, что раньше ""вокзалами"" называли увеселительные публичные места? Давайте немного окунемся в историю.⠀ 
⠀ 
Возможно, такое название они получили вслед за Vauxhall ‒ поместьем в одноименном пригороде Лондона, где проводили летние балы и спектакли.⠀ 
 ⠀ 
В 1777 году слово ""фоксалъ"" было замечено в русском языке. После этого оно пережило многочисленные метаморфозы: ""воксалъ"" ‒ в 1798 году, ""воксгалъ"" и ""ваксалъ"" ‒ в 1803 и, наконец, ""вокзалъ"" ‒ в 1828. Но времена меняются, а вокзалы вместе с ними.⠀ 
⠀ 
Картина: ""Празднование двадцать пятой годовщины железной дороги на Царское Село. Концертный зал Павловского вокзала"", А. И. Шарлемань⠀ 
⠀";1
"На календаре – весна! Природа пробуждается, и лучше всего это заметно из окна поезда! 
 
Держите фотоаппарат наготове – для самых вдохновляющих пейзажей мы прямо сейчас открываем альбом, который ждет ваших впечатлений. В конце месяца выберем самое атмосферное фото! 
 
С вас – вдохновляющие фото и потрясающие ракурсы, с нас – памятные призы 😉 Поехали!

Конкурсный альбом для ваших фото: https://vk.com/album-38981315_270082539";1
;1
"3 марта почти во всем мире отмечают День писателя🖋 Поэтому именно сегодня мы собрали для вас цитаты о поездах. 
 
Какая из них больше подходит под ваше настроение? Или, может быть, у вас есть своя любимая цитата?📖";1
"Вторую половину XIX века можно смело назвать эпохой железных дорог. ⠀ 
⠀ 
Строительством новых путей, от которых напрямую зависела экономика государства, занимались предприниматели. Каждый из них стремился как можно скорее получить казенный заказ, но государь Александр II выбирал лучших ‒ одним из таких стал Самуил Поляков. ⠀ 
⠀ 
Чем отличился молодой предприниматель и как стал символом целой эпохи ‒ смотрите в нашем видео!⠀";1
"Эльбрус, Голубое озеро и Атажукинский сад ‒ вот как минимум три причины приехать в Нальчик.
⠀ 
Один Эльбрус чего стоит ‒ это высочайший пик Европы, 5642 метра над уровнем моря! Кстати, дорога из столицы Кабардино-Балкарии займет всего пару-тройку часов. А только потом ‒ сложный подъем ⛰
⠀
Куда бы вы отправились в Нальчике первым делом?";1
Хаяо Миядзаки, японский режиссер-аниматор, считает, что вдохновение можно найти даже в прогнозе погоды. Сообщаем ‒ по всем прогнозам нас ждет весна! А что вдохновляет вас? Поделитесь с нами! Вдруг у кого-то творческий кризис 📜⠀;1
Главный совет наступившей весны: чтобы совершать великие дела, ищите вдохновение в мелочах. Неожиданная рифма превращается в стихотворение. Случайный кадр в ленте ‒ в путешествие. И пусть этот понедельник вдохновит вас на что-то грандиозное! ⠀;1
"Проект #Железнодорожное (YouTube-канал “SsVMedia”) дает возможность почувствовать себя машинистом ""Ласточки""! 
 
В своем новом видео ребята напоминают всем, что нарушение правил перехода ж/д путей может привести к трагедии. 
 
Посмотрите этот познавательный ролик и поделитесь с близкими: https://youtu.be/lVW6qoe4tgk 
 
Помните: железная дорога – зона повышенной опасности. Пожалуйста, всегда соблюдайте правила!";1
"Самуил Маршак написал множество произведений, которые связаны с железной дорогой. Это лишь одно из них. 
⠀ 
Какие из его стихотворений о поездах, вокзалах и путешествиях вы можете помните еще из детства? Напишите несколько строк в комментариях.";1
"В этом году Великий пост начнется 2 марта и продлится до 18 апреля. Эти семь недель, до самого праздника Пасхи, многим важно провести с пользой для себя и не отклониться от традиции.⠀ 
⠀ 
Мы решили позаботиться о пассажирах, которым даже в путешествии важны комфорт и соблюдение Великого поста – ведь это самый строгий пост в году. В поездах дальнего следования, в вагонах-ресторанах и вагонах-бистро с начала марта и вплоть до Пасхи вы сможете попросить специальное меню без продуктов животного происхождения 🌱⠀ 
⠀ 
Желаем всем хорошей дороги и приятного аппетита!⠀";1
"Специально для вас ‒ инфографика с маршрутами* от вокзала Нижний Новгород до главных достопримечательностей города!⠀ 
⠀ 
Отправляясь в путешествие, помните, что комфортное время прибытия на вокзал ‒ 1 час до отправления поезда. ⠀ 
⠀ 
Желаем ярких путешествий!⠀ 
⠀ 
*По данным популярного навигационного сервиса⠀";1
"За 40 лет службы дорожный мастер Александр Глушаков не раз сталкивался со сложными задачами. ⠀ 
⠀ 
Но однажды возникла крайне непростая ситуация. Автомобиль сбил опору контактной сети, над рельсами навис провод под напряжением. При этом по пути шел грузовой поезд, а следом за ним – пассажирский…⠀ 
⠀ 
Как наш герой смог исправить положение и не допустить ни одной аварии, узнаете из нашего сюжета!";1
"Это единственный памятник в России, который посвящен этому человеку. 
⠀ 
Расскажите, кому поставлен монумент и где расположен. И последний вопрос: что его герой совершил для железной дороги? 🛤⠀ 
⠀ 
Ждем ваши ответы в комментариях! 
⠀";1
"На вокзале Калининград-Южный открылась мультимедийная выставка, посвященная созданию в Калининграде филиала Государственной Третьяковской Галереи.⠀ 
⠀ 
В экспозиции представлен макет филиала, а также размещены интерактивные экраны. С их помощью посетители могут ознакомиться с презентацией нового культурного проекта. ⠀ 
⠀ 
Главный экспонат ‒ масштабная модульная инсталляция ""Ветер Балтики"" современного художника Антона Морокова. На выставке можно увидеть и работы других современников.";1
"Впереди еще одни праздничные выходные и отличный повод посетить горный парк ""Рускеала""! ⠀ 
⠀ 
Беспересадочное сообщение между Москвой и мраморным сердцем Карелии ‒ до 8 марта!⠀ 
⠀ 
Подробнее: https://clck.ru/M96f8";1
"Даже самые простые механизмы всегда должны пройти ряд тестов, прежде чем их начнут использовать в повседневной жизни. А такие сложные машины как локомотив — подавно. Они должны пройти целый комплекс испытаний! 
 
Как раз этим занимался выдающийся русский инженер и создатель первых в мире тепловозов Юрий Владимирович Ломоносов. Он проверял надежность и прочность магистральных тепловозов и локомотивов. 
 
Несмотря на все свои многочисленные заслуги перед отечеством и в машиностроении, его имя известно далеко не каждому. Сегодня мы это исправим! 
 
О выдающемся железнодорожнике рассказываем в нашем сюжете.";1
"Небольшой тест на внимательность для маленьких пассажиров и их родителей! ⠀ 
⠀ 
Раз ""Ласточка"", два ""Ласточка"" 🐦 Казалось бы, фотографии одни и те же, но разница между ними есть 🧐⠀ 
⠀ 
Пишите о найденных отличиях в комментариях! Друзья, сколько вы нашли? 🤓⠀";1
Железная дорога ‒ не место для игр. Неотложная миссия подождет!;1
"Единственная в России служебная собака породы вельш-корги-пемброк по кличке Рыжий вместе со своей хозяйкой заботится о безопасности посетителей вокзала Нижний Новгород 🐶⠀ 
⠀ 
Рыжий попал в полицию почти случайно. Было время, когда служебных собак не хватало, поэтому его обучили поиску запрещенных веществ 🔍⠀ 
⠀ 
За семь лет работы в транспортной полиции этот милый пес зарекомендовал себя не только как профессиональный поисковик, но и как блогер! ⠀ 
⠀ 
В этом году аккаунт Рыжего @corgi_police_dog получил награду ""Серебряный Лучник"" в номинации ""Продвижение государственных, общественных и социальных программ"". ⠀ 
⠀ 
Популярность блога продолжает набирать обороты: в подписчиках служебной собаки из Нижнего Новгорода уже больше 12 000 человек!";1
Отечество ‒ не просто место на карте🌎 Это дом и родные, память и история ‒ целая жизнь. Желаем сил и здоровья каждому защитнику! С праздником, друзья!;1
"В понедельник стартует масленичная неделя! Это значит, что самое время печь блины, друзья 🥞⠀ 
⠀ 
Это блюдо является традиционным для русского народа. У каждой хозяйки на Руси был свой рецепт выпечки блинов. Он передавался от матери к дочери и хранился в строжайшей тайне 🤫⠀ 
⠀ 
Пекли тогда блины в печи, обязательно на березовых поленьях. Начинка могла быть самой разной: мясо, грибы, творог и даже селедка. 
⠀ 
С 19 века блины стали символом прекрасного праздника - Масленицы. Они олицетворяют румяное солнце 🌞⠀ 
⠀ 
Блины кушают всю масленичную неделю: у родственников, друзей, тещи 😉 Словом, это ещё один хороший повод повидаться с близкими и прокатиться на поезде 🚂⠀ 
⠀";1
;1
"С 13 по 29 мая меняем расписание некоторых поездов из Москвы в Питер, а также из Питера в Москву и Нижний Новгород. Изменения коснутся ""Сапсанов"" и ""Невских экспрессов"". Будьте внимательны, планируя путешествия👌⠀ 
⠀ 
Подробнее: https://clck.ru/MFVet⠀⠀";1
"Поезд нового поколения отправился в первый рейс из Владивостока в Москву! 
 
Что в нем необычного? Герметичные переходы между вагонами, еще больше свободного места и сервисная зона. Кстати, в каждом вагоне есть душевая кабина, а еще можно самостоятельно регулировать температуру в купе! 
 
Подробнее: https://clck.ru/MFe9G";1
"На вокзале Тверь можно посетить настоящие Императорские комнаты! ⠀ 
⠀ 
Эти комнаты предназначались для отдыха представителей царской династии, следовавших из Санкт-Петербурга в Москву и обратно. В разные годы здесь останавливались Александр III, принц и принцесса Ольденбургские, Николай II. ⠀ 
⠀ 
Реставраторы восстановили интерьер по архивным фото и чертежам. ⠀ 
⠀ 
Главным объектом императорских покоев считается Круглая комната. В ней Николай I принимал высокопоставленных гостей. Пол в комнате покрыт дубовым паркетом с элементами березы, ясеня и ореха, стены украшают шелковые обои и камины с мраморной облицовкой.⠀ 
⠀ 
Посетить императорские комнаты можно с 08:00 до 20:00. Цена взрослого билета - 70 рублей, дети до 10 лет - 40 рублей. Самостоятельный осмотр займет около 15-20 минут. В рабочие часы можно заказать экскурсионное сопровождение по телефону: 8 (4822) 413-408⠀ 
⠀";1
"Если решите устроить Чемпионат мира по памяти, позовите нарядчика локомотивных бригад. Он точно победит всех! 
 
Этот профессионал всегда должен помнить график работы всех машинистов и помощников в депо, а это сложная задача! 
 
Он пристально следит за тем, чтобы вся бригада была готова к рейсу вовремя. 
 
О специалисте с отличной памятью рассказываем в нашем видео!";1
"Чтобы вы не скучали, зашифровали в gif новую киноленту! ⠀ 
⠀ 
Попробуйте сложить общую картинку, а потом поделитесь своим вариантом ответа и впечатлением от просмотра фильма в комментариях! 😉⠀";1
"1 марта мы начинаем отбор женщин для обучения профессии ""Помощник машиниста""! 
 
В июне десять претенденток начнут осваивать новую специальность. А уже в 2021 году они будут помогать машинистам ""Ласточек"" на МЦК🛤 
 
Подробнее: https://clck.ru/MF4Pi";1
"Часы на вокзалах не только помогают пассажирам не опоздать на поезд, но и являются символами городов ⏱ ⠀ 
⠀ 
Мы собрали для вас фото наиболее известных вокзалов с часовыми башнями:⠀ 
- Киевский вокзал, г. Москва⠀ 
- Вокзал Сочи⠀ 
- Витебский вокзал, г. Санкт-Петербург⠀ 
- Вокзал Ярославль-Главный⠀ 
- Вокзал Волгоград⠀ 
⠀ 
Во время путешествий обязательно обратите внимание на эти достопримечательности! ⠀ 
⠀";1
"Весна уже на пороге! Настала пора цветения и обновления 🌞 Давайте готовиться к теплу вместе! Предлагаем вам начать со смены заставки на компьютере и телефоне 🙂

Скачивайте фото, пусть весна станет немного ближе!";1
"На сайте Дирекции железнодорожных вокзалов можно воспользоваться ""Картой доступности вокзалов"": https://clck.ru/MEZyY⠀ 
 ⠀ 
В данном разделе собрана информация об адаптированности вокзального комплекса для людей, которым нужно сопровождение в поездке. ⠀ 
 ⠀ 
Удобная система поиска позволяет быстро найти все возможности нужного вокзала, начиная с парковок и заканчивая комнатами отдыха. Оценка доступности функциональных зон произведена для различных категорий людей с ограниченными возможностями.⠀ 
 ⠀ 
Напомним, что оставить заявку на сопровождение и оказание помощи на вокзалах можно в Центре содействия мобильности ОАО ""РЖД"". Он работает в круглосуточном режиме без выходных дней по телефону +7 (800) 775-00-00 добавочный 1 (в тоновом режиме) и электронному адресу info@rzd.ru.⠀";1
"Ещё в XX веке, если не было возможности передать сообщение по телеграфу или телефону, связистами выступали специально обученные голуби. 
 
О важных птицах и их связи с железной дорогой рассказываем в нашем сюжете!";1
"16 лет назад были созданы Российские студенческие отряды!⠀ 
⠀ 
Само движение в России появилось гораздо раньше. Ещё в июле 1959 года Первый строительный отряд из 339 студентов физического факультета МГУ выехал с Казанского вокзала на Целину в Булаевский район Северо-Казахстанской области.⠀ 
⠀ 
Именно тогда началась деятельность Всесоюзных студенческих строительных отрядов (ВССО). Эта программа существовала вплоть до 1991 года, а 2004 возродилась в лице РСО.⠀ 
⠀ 
В прошлом году на Казанском вокзале в честь 60-летия главного молодежного движения страны лучшие представители и ветераны РСО установили мемориальную доску.⠀";1
"Приветствуем! Давайте начнем неделю с небольшой исторической справки и вопроса 📚 🔍⠀ 
⠀ 
В 1912 году в Амурской области основали город Алексеевск, назвали его в честь наследника престола царевича Алексея, сына Николая II. ⠀ 
⠀ 
Но уже в 1917, вскоре после революции, город был переименован в Свободный.⠀ 
⠀ 
А какие ещё переименованные российские города вы можете вспомнить? Ждем ваши ответы в комментариях!⠀ 
⠀";1
;1
"Почти 70 фильмов было снято в прошлом году на вокзалах России! 🎥⠀ 
⠀ 
Вокзальные комплексы можно увидеть как в художественных, так и документальных лентах российских и зарубежных кино- и телекомпаний.⠀ 
⠀ 
Лидерами по количеству съемок стали Ярославский, Ленинградский и Казанский вокзал в Москве, а также старейший железнодорожный вокзал России – Витебский в Санкт-Петербурге.⠀ 
⠀ 
Смотрите интересное кино и путешествуйте 🌎⠀";1
;1
"Настольные игры в ""Рускеальском экспрессе"" 🧩⠀ 
⠀ 
Поездка в ретропоезде Сортавала ‒ Горный парк ""Рускеала"" точно не будет скучной 🚂 Соберите классную компанию и отправляйтесь в Карелию. ⠀ 
⠀ 
В пути попросите у проводника настольную игру ‒ их в поезде несколько ‒ и наслаждайтесь процессом!⠀";1
"Образность творчества Марины Цветаевой поражает! Многие её стихи не могут оставить равнодушным. 
⠀ 
Какое из её стихотворений самое любимое у вас? Напишите пару строк в комментариях.";1
"На вокзале в Адлере до 26 февраля можно увидеть концепт плацкартного вагона нового поколения🚂 ⠀ 
⠀ 
Потом он будет в Санкт-Петербурге, Нижнем Новгороде, Казани, Ростове-на-Дону, Петрозаводске и Твери. Приходите посмотреть, нам важно ваше мнение! ⠀ 
⠀ 
Подробнее: https://clck.ru/MCma5 
⠀";1
"Сохраняйте подсказку с удобными маршрутами* от вокзала Казань до городских достопримечательностей!⠀ 
⠀ 
Желаем вам путешествий, наполненных яркими впечатлениями!⠀ 
⠀ 
*По данным популярного навигационного сервиса.⠀ 
⠀";1
"Однажды ночью машинист Дмитрий Винидиктов и помощник Анатолий Миленин, проезжая мимо села, заметили возгорание в одном из домов и остановили локомотив. 
 
Анатолий кинулся на помощь и сумел разбудить спящих хозяев. Вместе они потушили пожар до приезда пожарных. 
 
Подробности этого поистине героического поступка в нашем сюжете!";1
"Только посмотрите, какой прекрасный паровоз-памятник! 🚂⠀ 
⠀ 
Можете рассказать нам, в каком городе он разместился? А знатоки железных дорог, пожалуй, ещё и поведают, что это за модель и кто её конструктор 😉⠀ 
⠀ 
Ждем ответы в комментариях!";1
"Sveiki! Отправляемся в прекрасную Ригу на поезде! И не надо бояться пресловутого языкового барьера 🏰 ⠀ 
⠀ 
Многие местные жители неплохо говорят по-русски! Впрочем, с традиционным приветствием мы вам уже помогли 😉⠀ 
⠀ 
А какие еще приветствия на латышском вы знаете?";1
"Приглашаем маленьких любителей железных дорог в Детский центр ""Паровозик Рижик"" на Рижском вокзале!⠀ 
⠀ 
На первом этаже расположена большая игровая зона с железной дорогой, горками, станциями, мостами и туннелями. ⠀ 
⠀ 
Вход – бесплатный. Для посещения необходимо зарегистрироваться на сайте play-gallery.ru и предъявить на входе электронные билеты.⠀ 
⠀ 
Режим работы: среда-воскресенье с 10:00 до 19:00. ⠀ 
⠀ 
В выходные и праздничные дни проводятся творческие занятия с детьми: с 10 до 14 часов и с 15 до 19 часов. ⠀ 
⠀ 
Адрес Центра: г. Москва, Рижская площадь 1, здание Рижского вокзала, отдельный вход слева.⠀ 
⠀ 
Берите с собой сменную обувь и хорошее настроение!⠀ 
⠀";1
"Савва Мамонтов снискал себе славу выдающегося предпринимателя и щедрого мецената. 
⠀ 
Он построил более 1,500 км железных дорог, многие из которых сыграли ключевую роль в истории нашей страны. 
⠀ 
Рассказываем в нашем сюжете о великом энтузиасте и невероятно прозорливом человеке!";1
"Сегодня 130 лет со дня рождения Бориса Леонидовича Пастернака.⠀ 
⠀ 
Образ вокзала стал отправной точкой для всего творчества поэта и писателя. Темы, связанные с железной дорогой, развивались и совершенствовались в его стихах, приобретая неожиданные краски.⠀ 
⠀ 
Венцом творения Пастернака стал роман ""Доктор Живаго"" – одно из самых ""железнодорожных"" произведений русской литературы.⠀ 
⠀";1
"Акция на ""Ласточки"" сообщением Петербург ‒ Москва: билеты от 999 рублей с понедельника по четверг и по субботам, а также 23 февраля. 
⠀ 
Подробнее: https://clck.ru/MBNQA";1
"Балтийск - самый западный город России. Он знаменит своей Цитаделью Пиллау и местным маяком. Многие называют эти достопримечательности визитной карточкой города🏠 
 
А так это или нет - решать уже вам, когда посетите этот город. А если уже побывали там, то расскажите нам о других интересных местах.";1
"Необъятна и разнообразна наша страна, как и народы её населяющие! Буквально у каждого из них есть свои любимые блюда и кулинарные пристрастия. Предлагаем отправиться в гастрономическое путешествие по родным просторам вместе с нами 🍽⠀ 
⠀ 
Сегодня мы расскажем о буузах (или позах) – одном из коронных блюд бурятской кухни. ⠀ 
⠀ 
Буузы бывают исключительно мясными: со свининой, говядиной, бараниной, кониной и даже дичью. Готовят их на пару и едят обязательно руками. К блюду подают сметану, острые соусы, горчицу или соевый соус. Сами буряты частенько запивают буузы чаем с молоком.⠀ 
⠀ 
Считается, что у образцового бууза должно быть ровно 33 защипа. Согласно легенде, именно столько складок было в одеждах тибетских священнослужителей.⠀ 
⠀ 
Ни одно путешествие в Бурятию не обходится без дегустации бууз! Добраться на родину этого кулинарного шедевра можно по великой Транссибирской магистрали, которая проходит через столицу республики – Улан-Удэ 🛤⠀ 
⠀";1
"Прекрасны русские просторы: заснеженные леса, обледенелые степи, незамерзающие моря и бескрайняя тундра. И всё это можно увидеть из окна поезда! 
 
И не только увидеть, но и запечатлеть на фото! Этого мы и ждем от вас, друзья 🚂 
 
Выкладывайте самые красивые снимки в наш конкурсный альбом: https://vk.com/album-38981315_270082539 
 
По итогам февраля мы выберем лучшее и наградим его автора. 
 
Обязательно подпишитесь на нашу страницу! 
 
Желаем удачных ракурсов и творческого вдохновения 📸";1
"Тысячи документов, груз ответственности и максимальная сосредоточенность – таковы рабочие будни оператора по обработке поездной информации. ⠀ 
⠀ 
Эти специалисты отвечают за формирование натурного листа – документа, без которого в путь не отправится ни один грузовой поезд. Также они проверяют документы всех приходящих на станцию поездов. 
⠀ 
О сложной работе рассказываем в нашем видео!";1
"Друзья, мы придумали для вас новую загадку! 🤗⠀ 
⠀ 
Расскажите в комментариях, что за фильм здесь зашифрован 🎞 ⠀ 
⠀ 
Когда поезд или вокзал появляются в данной кинокартине и какая у них роль в сюжете фильма? 🚂⠀";1
"235 000 - просто число... Но не для нас! В прошедшем году с нами путешествовали почти 235 тыс. маломобильных пассажиров. ⠀ 
⠀ 
В этом нашим главным помощником остается Центр содействия мобильности ➡ https://clck.ru/M9WTm. Вы оставляете заявку, а мы стараемся сделать ваши поездки более доступными.";1
"Пожалуйста, будьте внимательны на платформах и при переходе железнодорожных путей! ⠀ 
⠀ 
Новый музыкальный трек и последнее сообщение в мессенджере никуда от вас не денутся... Просим снимать наушники и убирать гаджеты📱 🎧⠀ 
⠀";1
"С 21 февраля по 9 марта ‒ из Москвы в Рускеалу без пересадок! 
⠀ 
Чистейшая вода, мраморные громады и тихая северная природа… Горный парк в Карелии стал настоящей Меккой для фотографов со всего мира📷 Приезжайте и вы ‒ пейзажей хватит на всех! 
⠀ 
Подробнее: https://clck.ru/M96f8";1
"У нас важные новости! С 11 по 14 мая изменится график движения ""Аллегро"" Санкт-Петербург ‒ Хельсинки и ""Ласточек"" из Санкт-Петербурга в Сортавалу и обратно. Разница всего в несколько минут, но будьте внимательны и планируйте поездки заранее⏰ 
 
Подробнее: https://clck.ru/M8zu3";1
"Вся информация о сервисах и услугах на вокзалах доступна в одном месте💡⠀ 
⠀ 
Ищите справочно-информационные стойки на Павелецком, Ярославском, Курском и Ленинградском вокзалах Москвы, Московском и Ладожском вокзалах в Санкт-Петербурге, а также вокзалах Восстание (г. Казань), Ростов-Главный и Калининград-Южный 🔍⠀ 
⠀ 
Сотрудники расскажут, как пройти к кассам для покупки билета и на какие виды общественного транспорта можно пересесть, выйдя из здания. У них также можно узнать, как сдать на хранение багаж 👜 вызвать такси📞 или забронировать гостиницу 🏨 При необходимости сотрудники также посодействуют в организации помощи Центра содействия мобильности.⠀";1
"Вы знали, что первую железную дорогу в солнечной и далекой Флориде проложил русский эмигрант? Его звали Пётр Дементьев. ⠀ 
⠀ 
И дорога эта протянулась ни много ни мало аж до Санкт-Петербурга! Кстати, этот город Дементьев сам же и основал 😱⠀ 
⠀ 
Если совсем запутались, то смотрите наш сюжет, в нем эту историю разложим по полочкам 😉⠀";1
"Уверены, что поездке ничто не сможет помешать? Тогда это для вас! Акция на двухэтажные поезда: оформляйте билеты по ""невозвратному"" тарифу и путешествуйте с выгодой! 
 
Подробнее о направлениях: https://clck.ru/M8hJV";1
"Северная железная дорога и хоккейный клуб ""Локомотив"" проводят совместные просветительские акции! На домашних матчах ""Локомотива"" в комплексе ""Арена 2000"" проходят викторины, игры и фотосессии ‒ запоминать важные правила по безопасности не так уж сложно. А еще можно выложить селфи с памяткой и тегом #безопасностьРЖД и получить подарок с символикой клуба! 
 
 Соблюдайте безопасность на железной дороге, и все будет хоккей👌";1
;1
"Доброго всем дня! Чем вы обычно занимаетесь по дороге на работу или путешествуя в поезде? Как привыкли коротать время, когда пейзаж за окном разглядывать уже надоело?🎧📱📚 
 
Мы вновь предлагаем вам отличный способ развлечь себя. Составьте из букв названий станций слова🔎 
 
Чтобы немного усложнить процесс, попробуйте написать в комментариях только слова существительные. Удачи всем и хорошей недели!";1
"Передаем вам привет из маленького городка Могоча в Забайкальском крае 🙂

Он, как и многие другие, появился благодаря развитию железной дороги. А какие города со схожей историей вы можете вспомнить?";1
Железная дорога продолжает интегрироваться в городскую инфраструктуру🚆 Новая удобная пересадка открыта между станциями Лихоборы МЦК и НАТИ Ленинградского направления ‒ теперь она займет не 10 минут, а всего 2! Попасть в крытый надземный переход можно сразу с пригородных платформ.⠀;1
"Мы продолжаем нашу рубрику с игрой слов! Попробуйте составить из названия этой станции новые слова. Интересно, кто победит😊⠀ 
⠀ 
Да, не удивляйтесь, эта станция названа в честь первопроходца Ерофея Павловича Хабарова.⠀ 
 ⠀ 
Вы наверняка знаете другие необычные названия станций, назовите их, расскажите в комментариях. И не забудьте про ваши варианты новых слов🤓";1
"Лирический герой стихотворений Юрия Левитанского способен видеть свою судьбу со стороны, ощущать масштаб времени и пространства. И ""Сон об уходящем поезде"" ‒ яркий тому пример.⠀ 
⠀ 
Какие чувства вызывает это стихотворение у вас?⠀";1
"Часы вокзала Волгоград – одна из главных его достопримечательностей! ⠀ 
⠀ 
Они были изготовлены на заводе ""Баррикады"" и в 1959 году установлены на башню. Часовой механизм – электромеханический. Циферблаты расположены с четырех сторон башни, их диаметр – 4 метра, а длина минутной стрелки – 2,5 метра! ⠀ 
⠀ 
С 2014 года работой часов управляет станция, поддерживающая связь со спутником, что обеспечивает высокую точность. ⠀ 
⠀ 
Во время недавней реконструкции циферблаты часов были отреставрированы, а в нижней их части установлены динамики. Теперь часы на вокзале радуют не только внешним видом, но и звуком: каждый час сопровождается боем.⠀";1
"Именно на Курском вокзале столицы началось одно из самых знаменитых и увлекательных путешествий в советской литературе! ⠀ 
⠀ 
Назовите произведение и его автора 📕 Ждем ваших ответов в комментариях! А, может быть, вы и сами расскажете о своих путешествиях?⠀";1
"Кто в депо хозяин? Отвечаем ‒ дежурный! Этот специалист должен уметь работать в режиме многозадачности и ответственно подходить к обязанностям. 
 
Эту работу можно сравнить с ведением сразу нескольких шахматных партий. И при этом надо постоянно выигрывать у безжалостного соперника ‒ времени. 
 
Посмотрите наш сюжет о сложной профессии, расскажите о своей работе!";1
"А вы знали, что путь от любого из пяти крупных вокзалов Санкт-Петербурга до Дворцовой площади занимает не более 40 минут?*⠀ 
⠀ 
Сохраняйте подсказки по самым удобным маршрутам!⠀ 
⠀ 
И напоминаем вам, что комфортное время прибытия на вокзал ‒ 1 час до отправления поезда.⠀ 
⠀ 
*По данным популярного навигационного сервиса.⠀";1
